session 1||00a052f2-0023-4e9c-938a-f026102297e9||2577407;2577407;||['3223633', '3305843', '3327089']||[]||0||2015-02-04 21:23:25||2015-02-04 21:23:25||2015-02-15 16:33:17||[]||0.0||932992.0
session 2||00a052f2-0023-4e9c-938a-f026102297e9||0670942;0670942;0670942;0670942;0670942;0670942;0670942;0670942;0670942;0670942;0670942;0670942;0670942;||['3223633', '3305843', '3327089']||[]||0||2015-02-04 21:23:25||2015-02-15 16:33:17||2015-02-15 16:33:17||['2015-03-31 08:00:44', '2015-03-31 07:57:51', '2015-03-31 07:59:06']||0.0||0
session 1||012638ee-5558-45f2-a437-efddb65c526b||2686611;2686611;2686611;2686611;2686611;2686611;2686611;2686611;2686611;||['6523811', '6523811']||[]||0||2015-02-19 10:37:18||2015-02-19 10:37:18||2015-02-28 09:52:53||[]||0.0||774935.0
session 2||012638ee-5558-45f2-a437-efddb65c526b||4068691;4068691;4068691;4068691;4068691;4068691;4068691;4068691;4068691;4068691;4068691;4068691;6523811;||['6523811', '6523811']||['6523811', '6523811']||2||2015-02-19 10:37:18||2015-02-28 09:52:53||2015-03-23 07:51:25||[]||0.0||1979912.0
session 3||012638ee-5558-45f2-a437-efddb65c526b||6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;||['6523811', '6523811']||['6523811', '6523811']||2||2015-02-19 10:37:18||2015-03-23 07:51:25||2015-03-23 18:54:31||[]||0.0||39786.0
session 4||012638ee-5558-45f2-a437-efddb65c526b||6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;||['6523811', '6523811']||['6523811', '6523811']||2||2015-02-19 10:37:18||2015-03-23 19:05:26||2015-03-24 07:47:04||[]||655.0||45698.0
session 5||012638ee-5558-45f2-a437-efddb65c526b||6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;||['6523811', '6523811']||['6523811', '6523811']||2||2015-02-19 10:37:18||2015-03-24 07:47:04||2015-03-25 15:16:34||[]||0.0||113370.0
session 6||012638ee-5558-45f2-a437-efddb65c526b||6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;||['6523811', '6523811']||['6523811', '6523811']||2||2015-02-19 10:37:18||2015-03-25 15:16:34||2015-03-26 18:34:11||['2015-03-25 15:34:21', '2015-03-25 15:33:50']||0.0||98257.0
session 7||012638ee-5558-45f2-a437-efddb65c526b||6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;3040373;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;||['6523811', '6523811']||['6523811', '6523811']||2||2015-02-19 10:37:18||2015-03-26 18:38:42||2015-03-31 22:36:16||['2015-03-25 15:34:21', '2015-03-25 15:33:50']||271.0||446254.0
session 8||012638ee-5558-45f2-a437-efddb65c526b||6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;6523811;||['6523811', '6523811']||['6523811', '6523811']||2||2015-02-19 10:37:18||2015-03-31 22:36:16||2015-03-31 22:36:16||['2015-03-25 15:34:21', '2015-03-25 15:33:50']||0.0||0
session 1||0144bc1e-7603-46f8-ab6b-d3dec9e02ec8||4263283;4263283;4263283;4263283;4263283;4263283;9097935;9097935;9097935;9097935;9097935;9097935;9097935;9097935;9097935;9097935;9097935;||['1387375']||[]||0||2015-03-25 20:54:18||2015-03-25 20:54:43||2015-03-25 20:54:43||['2015-03-29 19:31:41']||25.0||0
session 1||014710b9-db0a-4e4d-85ac-c4b7ae55ccf5||9020469;9020469;9020469;9020469;9020469;9020469;9020469;9020469;9020469;9020469;9020469;9020469;9020469;9020469;9020469;9020469;9020469;9020469;9020469;9020469;9020469;9020469;9020469;9020469;9020469;||['9020469']||['9020469']||1||2015-03-28 08:51:53||2015-03-28 08:56:24||2015-03-28 08:56:24||['2015-03-28 08:55:45']||271.0||0
session 1||0163ef43-7496-47e9-a022-aaeb214db91b||7112719;7112719;7112719;7112719;7112719;7112719;7112719;7112719;7112719;7112719;7112719;7112719;7112719;||['7107205']||[]||0||2015-03-21 12:47:20||2015-03-21 12:47:20||2015-03-21 12:47:20||['2015-03-21 12:53:50']||0.0||0
session 1||01a13116-a9a2-4337-b513-1dc03625eef9||2469151;2469151;2469151;2469151;2469151;2687483;2687483;2687483;2687483;2687483;2687483;2687483;2687483;2687483;2687483;2687483;2687483;2687483;||['2687483']||['2687483']||1||2015-02-14 11:36:12||2015-02-14 11:37:50||2015-02-17 13:58:41||['2015-02-14 11:42:06']||98.0||267651.0
session 2||01a13116-a9a2-4337-b513-1dc03625eef9||3434532;3434532;3434532;||['2687483']||[]||0||2015-02-14 11:36:12||2015-02-17 13:58:41||2015-02-17 13:58:41||['2015-02-14 11:42:06']||0.0||0
session 1||01eb8ffa-081a-4bf8-be32-6d9b87ae6b66||1427170;1427170;1427170;1427170;1427170;1427170;1427170;1427170;1427170;1427170;1427170;1427170;1427170;1427170;1427170;1427170;1427170;1427170;1427170;||['1427170']||['1427170']||1||2015-02-18 10:09:04||2015-02-18 10:22:41||2015-02-18 10:22:41||['2015-02-18 10:27:00']||817.0||0
session 1||026a3225-7351-4b54-853d-a4363064e562||3459830;3459830;3459830;3459830;3459830;3459830;3459830;3459830;3459830;3459830;3459830;3459830;3459830;3459830;3459830;||['3459830', '4083580']||['3459830']||1||2015-03-28 06:49:56||2015-03-28 06:58:02||2015-03-28 17:36:42||['2015-03-28 07:00:30', '2015-03-28 07:00:30']||486.0||38320.0
session 2||026a3225-7351-4b54-853d-a4363064e562||3459830;3459830;3459830;3459830;3459830;4083580;4083580;4083580;4083580;4083580;3459830;3459830;3459830;3459830;3459830;3459830;3459830;3459830;3459830;3459830;||['3459830', '4083580']||['3459830', '4083580']||2||2015-03-28 06:49:56||2015-03-28 17:48:15||2015-03-28 17:48:15||['2015-03-28 07:00:30', '2015-03-28 07:00:30']||693.0||0
session 1||0279f2eb-0b6e-4478-97d4-f7e34c53f85c||9099407;9099407;9099407;9099407;9099407;9099407;9099407;9099407;9099407;9099407;9099407;9099407;9099407;9099407;9099407;9099407;9099407;9099407;9099407;9099407;9099407;9099407;9099407;9099407;9099407;9099407;||['2459233', '9099407']||['9099407']||1||2015-02-05 13:09:42||2015-02-05 13:13:02||2015-02-23 22:47:25||['2015-02-05 13:17:17']||200.0||1589663.0
session 2||0279f2eb-0b6e-4478-97d4-f7e34c53f85c||8324702;8324702;8324702;8324702;8324702;8324702;8324702;8324702;8324702;8324702;8324702;8324702;8324702;8286039;||['2459233', '9099407']||[]||0||2015-02-05 13:09:42||2015-02-23 22:47:25||2015-02-25 23:46:16||['2015-02-05 13:17:17']||0.0||176331.0
session 3||0279f2eb-0b6e-4478-97d4-f7e34c53f85c||8286039;8286039;8286039;8286039;8286039;8286039;8286039;8286039;8286039;8286039;8286039;8286039;8286039;2459233;2459233;2459233;2459233;2496715;2496715;2496715;2496715;2496715;2496715;2496715;2496715;2496715;2496715;2496715;2496715;2496715;1598157;1598157;1598157;1598157;1598157;1598157;1598157;1598157;1598157;1598157;1598157;1713437;1713437;1713437;1713437;1713437;1713437;1713437;1713437;1713437;1713437;1713437;4327961;||['2459233', '9099407']||['2459233']||1||2015-02-05 13:09:42||2015-02-26 00:21:33||2015-03-02 22:29:19||['2015-02-26 00:00:59', '2015-02-05 13:17:17']||2117.0||425266.0
session 4||0279f2eb-0b6e-4478-97d4-f7e34c53f85c||4327961;4327961;4327961;4327961;4327961;4327961;4327961;4327961;4327961;4327961;4327961;4327961;4327961;9058565;9058565;9058565;9058565;9058565;9058565;9058565;9058565;9058565;3071029;3071029;3071029;3071029;3071029;||['2459233', '9099407']||[]||0||2015-02-05 13:09:42||2015-03-02 22:51:05||2015-03-02 22:51:05||['2015-02-26 00:00:59', '2015-02-05 13:17:17']||1306.0||0
session 1||029e74cf-f5a0-4f5c-a21f-9df4cb2687c8||3805673;3805673;||['1371752', '8409184', '8757049']||[]||0||2015-02-19 08:37:33||2015-02-19 08:37:33||2015-03-04 16:47:18||[]||0.0||1152585.0
session 2||029e74cf-f5a0-4f5c-a21f-9df4cb2687c8||2283928;2283928;2283928;2283928;2283928;2283928;2283928;2283928;2283928;2283928;2283928;2283928;2283928;8409184;||['1371752', '8409184', '8757049']||['8409184']||1||2015-02-19 08:37:33||2015-03-04 16:47:18||2015-03-04 17:54:36||[]||0.0||4038.0
session 3||029e74cf-f5a0-4f5c-a21f-9df4cb2687c8||8409184;8409184;8409184;8409184;8409184;8409184;8409184;8409184;8409184;8409184;8409184;8409184;8409184;1371752;1371752;1371752;1371752;1371752;1371752;1371752;8757049;||['1371752', '8409184', '8757049']||['1371752', '8409184', '8757049']||3||2015-02-19 08:37:33||2015-03-04 18:06:29||2015-03-05 13:16:52||[]||713.0||69023.0
session 4||029e74cf-f5a0-4f5c-a21f-9df4cb2687c8||8757049;8757049;8757049;8757049;8757049;8757049;8757049;8757049;8757049;8757049;8757049;8757049;8757049;8757049;8757049;1371752;1371752;1371752;1371752;1371752;1371752;1371752;8409184;8409184;8409184;8409184;8409184;8409184;8409184;8409184;8409184;8409184;8409184;8409184;8409184;8409184;8409184;8409184;8409184;8409184;8409184;8409184;8409184;8409184;8409184;8409184;8409184;8409184;8409184;8409184;8409184;8409184;8409184;8409184;8409184;9098422;||['1371752', '8409184', '8757049']||['1371752', '8409184', '8757049']||3||2015-02-19 08:37:33||2015-03-05 13:22:36||2015-03-05 14:19:23||['2015-03-05 13:26:25', '2015-03-05 13:26:25', '2015-03-05 13:26:25']||344.0||3407.0
session 5||029e74cf-f5a0-4f5c-a21f-9df4cb2687c8||9098422;9098422;9098422;9098422;9098422;9098422;9098422;9098422;9098422;9098422;9098422;9098422;9098422;9098422;9098422;9098422;9098422;9098422;9098422;9098422;9098422;9098422;9098422;9098422;9098422;9098422;9098422;9098422;9098422;9098422;9098422;9098422;9098422;9098422;9099311;9099311;9099311;9099311;9099311;9099311;9099311;9099311;9099311;9099311;9099311;9099311;9099311;9099311;9099311;9099311;9099311;9099311;9099311;9099311;9099311;9099311;9099311;9099311;9099311;9099311;9099311;9099311;9099311;9099311;9099366;9099366;9099366;9099366;9099366;9099366;9099366;9099366;9099366;9099366;9099366;9099366;9099366;9099366;9099366;9099366;9099366;9099366;9099366;9099366;9099366;9099366;9099366;9099366;9099366;9099366;9099366;9099366;9099366;9099304;9099304;9099304;9099304;9099304;9099304;9099304;9099304;9099304;9099304;9099304;9099304;9099304;9099304;9099304;9099304;9099304;9099304;9099304;9099304;9099304;9099304;9099304;9099304;9099304;9099304;9099304;9099304;9099304;9099304;9099304;9099304;9099304;9099304;9104842;9104842;9104842;9104842;9104842;9104842;9104842;9104842;9104842;9104842;9104842;9104842;9104842;9065204;9065204;9065204;9065204;9065204;9065204;9065204;9065204;9065204;9065204;9065204;9065204;9065204;1703784;1703784;1703784;1703784;1703784;1703784;1703784;2249034;2249034;2249034;2249034;2249034;2249034;2249034;2249034;2249034;2249034;2249034;9152708;||['1371752', '8409184', '8757049']||[]||0||2015-02-19 08:37:33||2015-03-05 14:35:10||2015-03-25 09:25:43||['2015-03-05 13:26:25', '2015-03-05 13:26:25', '2015-03-05 13:26:25']||947.0||1709433.0
session 6||029e74cf-f5a0-4f5c-a21f-9df4cb2687c8||9152708;9152708;9152708;9152708;9152708;9152708;9152708;1478882;||['1371752', '8409184', '8757049']||[]||0||2015-02-19 08:37:33||2015-03-25 09:25:43||2015-03-26 14:44:37||['2015-03-05 13:26:25', '2015-03-05 13:26:25', '2015-03-05 13:26:25']||0.0||105534.0
session 7||029e74cf-f5a0-4f5c-a21f-9df4cb2687c8||1478882;1478882;1478882;1478882;1478882;3047321;||['1371752', '8409184', '8757049']||[]||0||2015-02-19 08:37:33||2015-03-26 14:44:37||2015-03-29 15:38:42||['2015-03-05 13:26:25', '2015-03-05 13:26:25', '2015-03-05 13:26:25']||0.0||262445.0
session 8||029e74cf-f5a0-4f5c-a21f-9df4cb2687c8||3047321;2925509;2925509;2925509;2925509;2925509;||['1371752', '8409184', '8757049']||[]||0||2015-02-19 08:37:33||2015-03-29 15:39:52||2015-03-29 15:39:52||['2015-03-05 13:26:25', '2015-03-05 13:26:25', '2015-03-05 13:26:25']||70.0||0
session 1||02a0e2e0-efbe-4888-b8d0-b274e48b8168||9053034;9053034;9053034;9053034;9053034;9053034;9053034;9053034;9053034;2273110;2273110;2273110;2273110;||['2273110']||['2273110']||1||2015-02-18 10:40:28||2015-02-18 10:50:19||2015-02-18 10:50:19||['2015-02-18 10:53:27']||591.0||0
session 1||02b960eb-c8fe-4e4e-b759-ad8cfe7bbb10||3198885;3198885;3198885;3198885;3433980;3433980;3433980;3433980;3433980;3433980;3433980;3433980;3433980;3433980;3433980;||['3433980']||['3433980']||1||2015-03-06 14:13:35||2015-03-06 14:28:32||2015-03-06 14:28:32||['2015-03-06 14:26:55']||897.0||0
session 1||02bc916d-0f76-497f-9b3d-7ab0fa8ef55d||4069140;4069140;4069140;4069140;4069140;4069140;4069140;4069140;4069140;4069140;4069140;4069140;||['337694']||[]||0||2015-03-05 20:44:43||2015-03-05 20:44:54||2015-03-05 20:44:54||['2015-03-08 18:52:25']||11.0||0
session 1||02c6d5ce-6fcf-4927-8b75-414d7b91a172||2500993;2500993;2500993;2500993;2500993;2500993;2500993;||['2500993', '2500993']||['2500993', '2500993']||2||2015-02-13 14:02:56||2015-02-13 14:02:56||2015-02-13 14:02:56||['2015-02-13 14:06:49', '2015-02-14 16:00:17']||0.0||0
session 1||032f7f7a-5f26-4943-89e5-dfe50b7eb39f||9015467;9015467;9015467;9015467;9015467;9015467;9015467;9015467;9015467;9015467;9015467;9015467;9015467;9015467;2383426;2383426;2383426;2383426;2383426;2383426;2383426;2383426;2383426;2383426;2383426;2383426;2383426;3234608;3234608;3234608;3234608;3234608;3234608;3234608;3234608;3234608;7305502;7305502;7305502;7305502;7305502;7305502;7305502;7305502;7305502;7305502;7305502;7305502;7305502;7305502;1739992;1739992;1739992;1739992;1739992;1739992;1739992;||['3403611']||[]||0||2015-03-21 16:47:44||2015-03-21 16:59:36||2015-03-21 16:59:36||['2015-03-21 15:09:01']||712.0||0
session 1||0360e7ae-7d3d-4627-aa41-fcb166a02fd5||2874227;2874227;2874227;2874227;2874227;||['2874227', '7206199']||['2874227']||1||2015-03-01 12:01:30||2015-03-01 12:03:23||2015-03-01 12:03:23||['2015-03-01 12:07:33', '2015-03-01 12:07:33']||113.0||0
session 1||0366ffbb-5319-4fb7-bb7e-1f4400096688||1915352;1915352;1915352;1915352;1915352;1915352;1915352;1918854;1918854;1918854;1918854;1918854;1918854;1918854;1918854;1918854;1918854;1918854;1918854;1918854;||['1918854']||['1918854']||1||2015-02-12 15:55:58||2015-02-12 16:00:15||2015-02-12 16:00:15||['2015-02-12 15:59:12']||257.0||0
session 1||0375352f-b8d4-4496-a018-077d090c857c||3222270;3222270;3222270;3222270;3222270;3222270;3222270;3222270;3222270;3222270;3222270;3222270;3222270;||['3222270']||['3222270']||1||2015-03-08 13:52:48||2015-03-08 13:58:07||2015-03-08 13:58:07||['2015-03-08 13:59:52']||319.0||0
session 1||03763aca-324f-41e5-8891-07e5fe73335f||4873453;4873453;4873453;4873453;4873453;4873453;4873453;4873453;4873453;4873453;4873453;4873453;||['2281580']||[]||0||2015-02-13 14:17:56||2015-02-13 14:17:56||2015-02-13 14:17:56||['2015-03-20 16:48:36']||0.0||0
session 1||0399eab3-69c2-4ea0-84d5-6f91c2515165||2379399;2379399;2379399;2379399;2379399;2379399;2379399;2379399;2379399;2379399;||['2379399', '6238041']||['2379399']||1||2015-02-04 07:16:32||2015-02-04 07:17:25||2015-02-10 06:21:57||['2015-02-04 07:21:12']||53.0||515072.0
session 2||0399eab3-69c2-4ea0-84d5-6f91c2515165||6238041;6238041;6238041;6238041;6238041;6238041;6238041;8720461;||['2379399', '6238041']||['6238041']||1||2015-02-04 07:16:32||2015-02-10 06:21:57||2015-02-15 13:56:43||['2015-02-04 07:21:12', '2015-02-10 06:24:00']||0.0||459286.0
session 3||0399eab3-69c2-4ea0-84d5-6f91c2515165||8720461;8720461;8720461;8720461;8720461;8720461;8720461;8720461;8720461;||['2379399', '6238041']||[]||0||2015-02-04 07:16:32||2015-02-15 13:56:43||2015-02-15 13:56:43||['2015-02-04 07:21:12', '2015-02-10 06:24:00']||0.0||0
